"","race","classtype","yearssmall","hsgrad","g4math","g4reading"
"4801",2,1,2,1,675,624
"4802",1,2,0,NA,NA,NA
"4803",2,1,1,NA,NA,NA
"4804",2,1,3,1,NA,NA
"4805",2,2,0,1,NA,NA
"4806",2,1,3,NA,NA,NA
"4807",2,3,0,NA,NA,NA
"4808",2,1,3,NA,NA,NA
"4809",2,1,1,NA,NA,NA
"4810",2,3,0,NA,NA,NA
"4811",2,2,0,1,NA,NA
"4812",2,1,2,NA,NA,NA
"4813",1,1,4,1,NA,NA
"4814",1,2,0,0,729,781
"4815",1,1,1,NA,NA,NA
"4816",1,1,1,NA,670,NA
"4817",2,2,0,1,688,760
"4818",2,1,1,NA,NA,NA
"4819",2,3,0,NA,NA,NA
"4820",2,1,2,NA,NA,NA
"4821",1,3,0,NA,NA,NA
"4822",1,3,0,NA,NA,NA
"4823",2,2,0,0,NA,NA
"4824",2,2,0,0,NA,NA
"4825",2,3,0,1,NA,NA
"4826",1,2,0,NA,545,669
"4827",2,2,0,NA,NA,NA
"4828",1,2,0,NA,689,732
"4829",1,1,4,1,769,782
"4830",2,3,1,NA,NA,NA
"4831",2,2,0,NA,NA,NA
"4832",2,1,2,NA,NA,NA
"4833",2,1,4,NA,670,688
"4834",2,2,0,NA,NA,NA
"4835",1,3,0,0,703,727
"4836",2,3,0,1,NA,NA
"4837",2,2,0,1,NA,NA
"4838",2,2,0,NA,NA,NA
"4839",2,2,0,NA,NA,NA
"4840",2,1,4,1,683,675
"4841",1,3,0,NA,NA,NA
"4842",1,2,0,NA,NA,NA
"4843",2,1,2,1,726,743
"4844",2,2,0,1,NA,NA
"4845",2,3,0,NA,NA,NA
"4846",2,2,0,NA,NA,NA
"4847",2,3,3,1,NA,NA
"4848",2,1,1,NA,NA,NA
"4849",2,2,0,NA,NA,NA
"4850",2,3,0,NA,711,673
"4851",2,1,1,1,NA,NA
"4852",2,2,0,NA,NA,NA
"4853",1,3,0,NA,NA,NA
"4854",2,1,4,0,NA,NA
"4855",2,2,0,NA,NA,NA
"4856",2,2,0,1,NA,NA
"4857",2,1,3,1,NA,NA
"4858",1,3,0,0,NA,NA
"4859",1,3,0,NA,NA,NA
"4860",2,3,0,NA,NA,NA
"4861",2,1,2,NA,687,694
"4862",1,3,0,NA,679,688
"4863",2,1,2,1,NA,NA
"4864",1,1,1,NA,NA,NA
"4865",2,2,3,NA,NA,NA
"4866",1,3,0,1,NA,NA
"4867",1,1,4,NA,683,687
"4868",1,3,0,NA,NA,NA
"4869",2,2,0,NA,NA,NA
"4870",2,1,1,NA,NA,NA
"4871",1,2,0,0,701,738
"4872",1,3,0,NA,NA,NA
"4873",2,3,0,1,NA,NA
"4874",1,3,0,NA,697,663
"4875",1,1,1,1,NA,NA
"4876",1,2,0,1,NA,NA
"4877",2,1,2,NA,NA,NA
"4878",1,2,1,NA,NA,NA
"4879",1,2,0,1,680,694
"4880",2,2,0,NA,NA,NA
"4881",1,1,4,1,692,710
"4882",2,3,1,1,670,705
"4883",1,2,0,1,NA,NA
"4884",1,1,1,NA,NA,NA
"4885",2,1,4,NA,NA,NA
"4886",2,3,0,NA,NA,NA
"4887",1,2,0,1,747,778
"4888",2,3,0,0,NA,NA
"4889",1,1,1,1,715,718
"4890",1,2,0,1,758,719
"4891",2,2,0,NA,NA,NA
"4892",2,3,0,1,NA,NA
"4893",1,1,4,1,706,703
"4894",1,3,0,1,NA,NA
"4895",1,3,0,NA,NA,NA
"4896",1,2,0,1,702,602
"4897",2,1,3,NA,NA,NA
"4898",1,3,0,1,NA,NA
"4899",2,3,0,NA,744,732
"4900",2,2,0,1,NA,NA
"4901",2,3,0,NA,NA,NA
"4902",1,2,1,0,NA,NA
"4903",1,2,0,0,684,711
"4904",2,2,0,NA,NA,NA
"4905",2,2,0,1,NA,NA
"4906",2,3,0,0,NA,NA
"4907",1,3,0,NA,NA,NA
"4908",2,1,1,NA,NA,NA
"4909",1,3,0,NA,NA,NA
"4910",2,3,0,1,NA,NA
"4911",2,3,2,1,NA,NA
"4912",2,3,0,NA,NA,NA
"4913",1,2,0,1,698,719
"4914",2,2,0,1,727,698
"4915",2,2,0,1,NA,NA
"4916",2,1,2,NA,NA,NA
"4917",2,3,0,NA,NA,NA
"4918",1,3,0,1,821,782
"4919",1,1,4,1,694,704
"4920",2,2,0,NA,NA,NA
"4921",2,3,0,NA,NA,NA
"4922",2,3,0,NA,NA,NA
"4923",2,3,0,NA,NA,NA
"4924",1,2,2,NA,710,740
"4925",2,3,1,1,NA,NA
"4926",1,2,0,1,NA,NA
"4927",2,3,0,1,NA,NA
"4928",1,1,2,NA,NA,NA
"4929",2,3,2,NA,NA,NA
"4930",2,3,0,NA,NA,NA
"4931",2,1,2,NA,NA,NA
"4932",2,3,0,NA,NA,NA
"4933",1,2,0,NA,NA,NA
"4934",2,1,1,NA,NA,NA
"4935",1,3,0,NA,NA,NA
"4936",2,2,0,0,662,528
"4937",2,3,0,1,NA,NA
"4938",1,3,0,NA,NA,NA
"4939",1,3,0,1,NA,NA
"4940",2,2,0,1,732,710
"4941",2,1,2,NA,NA,NA
"4942",2,3,0,NA,NA,NA
"4943",1,1,4,NA,821,776
"4944",2,3,0,NA,NA,NA
"4945",2,3,0,NA,NA,NA
"4946",2,3,0,NA,NA,NA
"4947",2,3,0,1,NA,NA
"4948",2,3,0,NA,NA,NA
"4949",2,3,0,0,NA,NA
"4950",2,3,0,0,NA,NA
"4951",2,1,1,0,NA,NA
"4952",2,2,0,1,NA,NA
"4953",1,2,1,NA,688,756
"4954",2,3,0,NA,NA,NA
"4955",2,2,0,0,NA,NA
"4956",2,2,0,1,NA,NA
"4957",2,2,0,1,NA,NA
"4958",2,3,0,0,NA,NA
"4959",1,1,4,NA,NA,NA
"4960",1,1,4,NA,688,750
"4961",1,3,0,NA,680,673
"4962",2,2,0,NA,NA,NA
"4963",1,3,0,NA,NA,NA
"4964",1,1,4,1,732,713
"4965",2,2,0,NA,NA,NA
"4966",2,3,0,1,NA,NA
"4967",2,3,0,NA,NA,NA
"4968",2,1,4,NA,NA,NA
"4969",2,2,0,NA,NA,NA
"4970",2,3,0,NA,NA,NA
"4971",2,2,0,NA,NA,NA
"4972",2,2,0,1,NA,NA
"4973",2,1,4,1,NA,NA
"4974",2,1,2,1,NA,NA
"4975",2,2,0,1,NA,NA
"4976",1,3,0,1,717,717
"4977",1,3,0,NA,NA,NA
"4978",2,1,4,1,NA,NA
"4979",1,3,0,1,NA,NA
"4980",1,2,1,NA,NA,NA
"4981",1,2,0,NA,NA,NA
"4982",2,2,0,NA,NA,NA
"4983",2,3,0,1,732,782
"4984",1,3,0,NA,NA,NA
"4985",1,2,0,0,NA,NA
"4986",2,2,0,1,682,646
"4987",2,1,1,NA,NA,NA
"4988",2,1,2,1,NA,NA
"4989",1,1,1,NA,NA,NA
"4990",2,2,0,1,NA,NA
"4991",2,2,0,0,NA,NA
"4992",2,3,0,NA,NA,NA
"4993",1,3,0,1,NA,NA
"4994",2,2,0,1,758,709
"4995",1,2,0,NA,821,836
"4996",2,3,0,NA,712,689
"4997",1,1,2,NA,NA,NA
"4998",2,3,0,0,NA,NA
"4999",2,2,0,0,NA,NA
"5000",2,2,0,NA,NA,NA
"5001",2,2,0,1,NA,NA
"5002",2,2,0,1,NA,NA
"5003",2,3,0,NA,NA,NA
"5004",2,1,1,NA,NA,NA
"5005",1,2,0,1,673,710
"5006",2,3,0,NA,NA,NA
"5007",2,2,0,NA,NA,NA
"5008",1,2,0,1,NA,NA
"5009",2,1,3,1,NA,NA
"5010",2,3,0,NA,NA,NA
"5011",1,2,0,1,724,733
"5012",2,3,0,NA,NA,NA
"5013",1,1,1,NA,NA,NA
"5014",1,1,1,NA,NA,NA
"5015",2,3,1,NA,NA,NA
"5016",1,3,0,NA,691,720
"5017",2,2,3,1,NA,NA
"5018",2,3,0,NA,NA,NA
"5019",1,1,4,NA,664,704
"5020",1,1,1,1,NA,NA
"5021",1,2,0,NA,NA,NA
"5022",1,2,0,NA,NA,NA
"5023",1,3,0,NA,NA,NA
"5024",2,2,0,1,NA,NA
"5025",1,1,3,1,NA,NA
"5026",2,3,0,1,NA,NA
"5027",2,3,0,NA,NA,NA
"5028",1,1,4,1,674,730
"5029",1,3,0,1,728,836
"5030",1,1,4,1,725,690
"5031",2,1,3,NA,NA,NA
"5032",2,3,0,NA,NA,NA
"5033",2,1,3,NA,NA,NA
"5034",2,2,0,NA,NA,NA
"5035",1,3,0,0,NA,NA
"5036",2,3,0,1,NA,NA
"5037",2,3,0,0,NA,NA
"5038",1,2,0,1,726,722
"5039",1,3,0,NA,NA,NA
"5040",2,1,3,0,NA,NA
"5041",1,1,1,NA,NA,NA
"5042",1,2,0,1,NA,NA
"5043",2,3,0,NA,NA,NA
"5044",2,2,0,NA,NA,NA
"5045",1,2,0,NA,NA,NA
"5046",2,2,1,1,NA,NA
"5047",1,3,0,NA,NA,NA
"5048",2,3,0,NA,NA,NA
"5049",2,3,0,0,NA,NA
"5050",1,1,1,NA,NA,NA
"5051",2,3,0,NA,NA,NA
"5052",2,3,0,NA,NA,NA
"5053",1,2,0,NA,NA,NA
"5054",2,3,0,NA,NA,NA
"5055",1,1,1,NA,NA,NA
"5056",1,3,0,1,677,756
"5057",1,2,0,1,729,836
"5058",2,3,0,1,NA,NA
"5059",2,3,2,NA,NA,NA
"5060",1,1,1,NA,NA,NA
"5061",1,1,1,1,NA,NA
"5062",1,2,0,NA,NA,NA
"5063",1,1,1,NA,NA,NA
"5064",2,2,0,1,726,718
"5065",1,2,0,0,NA,NA
"5066",1,1,4,1,693,771
"5067",1,3,0,NA,702,714
"5068",1,2,0,NA,NA,NA
"5069",2,3,0,NA,NA,NA
"5070",1,1,1,NA,NA,NA
"5071",2,3,3,0,NA,NA
"5072",1,3,3,1,821,744
"5073",1,3,0,NA,NA,NA
"5074",1,3,0,NA,NA,NA
"5075",2,2,0,NA,NA,NA
"5076",2,3,0,0,NA,NA
"5077",2,2,0,1,NA,NA
"5078",2,2,0,NA,NA,NA
"5079",2,3,0,1,NA,NA
"5080",2,3,0,1,NA,NA
"5081",2,1,3,NA,NA,NA
"5082",2,1,3,NA,NA,NA
"5083",2,1,1,NA,NA,NA
"5084",2,3,0,NA,NA,NA
"5085",1,1,4,1,720,658
"5086",1,2,0,NA,NA,NA
"5087",2,3,0,NA,NA,NA
"5088",1,1,4,NA,725,724
"5089",1,1,4,NA,758,750
"5090",1,3,0,1,703,712
"5091",1,1,1,NA,NA,NA
"5092",2,3,0,NA,NA,NA
"5093",1,2,0,NA,726,731
"5094",1,2,0,NA,NA,NA
"5095",1,3,0,NA,709,767
"5096",1,3,0,NA,NA,NA
"5097",2,1,1,NA,NA,NA
"5098",1,1,4,1,758,794
"5099",2,2,0,1,NA,NA
"5100",2,2,0,NA,NA,NA
"5101",2,3,0,1,NA,NA
"5102",1,2,0,1,765,742
"5103",2,2,0,NA,NA,NA
"5104",2,2,0,1,NA,NA
"5105",2,3,0,NA,NA,NA
"5106",2,3,0,NA,NA,NA
"5107",2,3,0,NA,674,667
"5108",2,3,0,1,NA,NA
"5109",2,1,1,NA,NA,NA
"5110",2,1,1,NA,NA,NA
"5111",2,1,1,1,NA,NA
"5112",2,2,0,0,NA,NA
"5113",2,3,0,1,NA,NA
"5114",2,1,1,1,NA,NA
"5115",1,1,1,NA,NA,NA
"5116",1,1,3,1,NA,NA
"5117",1,1,1,NA,NA,NA
"5118",2,1,3,NA,NA,NA
"5119",1,3,0,0,NA,NA
"5120",1,3,0,1,706,748
"5121",1,2,0,NA,NA,NA
"5122",1,3,0,NA,NA,NA
"5123",1,3,0,NA,NA,NA
"5124",1,3,0,NA,719,750
"5125",1,1,1,NA,NA,NA
"5126",1,1,1,1,686,687
"5127",1,3,0,1,741,836
"5128",2,3,0,NA,NA,NA
"5129",1,3,0,NA,NA,NA
"5130",1,1,2,1,NA,NA
"5131",1,1,4,1,677,702
"5132",2,2,0,NA,NA,NA
"5133",2,3,0,1,NA,NA
"5134",2,3,0,NA,NA,NA
"5135",2,1,1,NA,NA,NA
"5136",2,1,1,NA,NA,NA
"5137",2,1,1,NA,NA,NA
"5138",1,1,1,NA,NA,NA
"5139",1,1,1,NA,NA,NA
"5140",2,1,3,NA,NA,NA
"5141",2,2,0,NA,741,701
"5142",2,1,1,NA,NA,NA
"5143",1,3,0,NA,NA,NA
"5144",2,1,1,NA,NA,NA
"5145",1,2,0,NA,NA,NA
"5146",1,1,1,NA,NA,NA
"5147",1,2,0,NA,NA,NA
"5148",1,3,3,0,NA,NA
"5149",1,3,0,1,686,722
"5150",1,1,1,NA,NA,NA
"5151",2,3,0,NA,NA,NA
"5152",2,1,1,NA,NA,NA
"5153",2,2,0,NA,NA,NA
"5154",2,3,0,NA,NA,NA
"5155",2,1,2,NA,NA,NA
"5156",2,2,0,NA,NA,NA
"5157",2,3,0,NA,NA,NA
"5158",2,2,1,0,NA,NA
"5159",2,2,0,1,726,767
"5160",2,2,0,NA,NA,NA
"5161",2,2,0,NA,NA,NA
"5162",2,1,1,NA,NA,NA
"5163",2,3,0,NA,NA,NA
"5164",1,2,0,0,NA,NA
"5165",2,1,2,0,NA,NA
"5166",1,2,0,1,704,701
"5167",1,2,0,1,NA,NA
"5168",2,3,0,1,663,635
"5169",2,1,3,1,NA,NA
"5170",1,2,0,NA,NA,NA
"5171",2,1,1,NA,NA,NA
"5172",5,1,1,NA,NA,NA
"5173",1,3,0,NA,668,721
"5174",1,2,0,1,692,723
"5175",1,2,0,NA,NA,NA
"5176",2,3,0,1,NA,NA
"5177",1,1,2,NA,NA,NA
"5178",1,2,3,NA,NA,NA
"5179",1,2,0,1,NA,NA
"5180",1,1,1,NA,NA,NA
"5181",1,2,0,1,692,734
"5182",1,3,0,NA,NA,NA
"5183",1,3,0,1,NA,NA
"5184",2,3,0,NA,NA,NA
"5185",1,2,0,1,758,738
"5186",1,3,0,1,NA,NA
"5187",1,2,0,1,NA,NA
"5188",2,2,0,NA,NA,NA
"5189",1,3,0,NA,769,688
"5190",1,2,0,NA,671,735
"5191",1,2,0,NA,NA,NA
"5192",1,3,0,NA,NA,NA
"5193",2,2,0,NA,NA,NA
"5194",2,2,0,NA,668,528
"5195",2,3,0,NA,NA,NA
"5196",1,1,4,1,NA,NA
"5197",1,2,0,NA,NA,NA
"5198",1,3,0,NA,NA,NA
"5199",1,2,0,NA,701,683
"5200",2,1,4,NA,545,627
"5201",1,2,0,NA,NA,NA
"5202",1,1,2,1,NA,NA
"5203",2,1,1,NA,NA,NA
"5204",1,2,0,1,775,763
"5205",2,1,1,NA,NA,NA
"5206",1,1,1,1,NA,NA
"5207",1,2,0,NA,NA,NA
"5208",1,3,0,NA,NA,NA
"5209",2,2,0,NA,NA,NA
"5210",2,2,0,NA,666,691
"5211",1,1,1,NA,NA,NA
"5212",1,2,0,NA,NA,NA
"5213",1,3,2,NA,NA,NA
"5214",1,2,2,1,NA,NA
"5215",1,2,0,NA,NA,NA
"5216",2,3,0,NA,NA,NA
"5217",2,2,0,1,690,740
"5218",1,1,1,NA,NA,NA
"5219",1,2,0,1,654,528
"5220",2,3,0,0,NA,NA
"5221",1,3,2,0,717,675
"5222",1,3,0,NA,NA,NA
"5223",1,3,0,NA,769,748
"5224",1,1,4,1,821,763
"5225",1,3,0,0,NA,NA
"5226",1,3,0,0,710,722
"5227",2,1,4,1,NA,NA
"5228",1,1,4,NA,714,753
"5229",1,3,0,1,739,694
"5230",2,1,3,1,NA,NA
"5231",4,1,1,NA,NA,NA
"5232",1,2,0,1,NA,NA
"5233",2,2,1,1,657,681
"5234",1,1,4,NA,NA,NA
"5235",1,3,0,NA,NA,NA
"5236",2,1,1,NA,NA,NA
"5237",1,3,0,1,NA,NA
"5238",2,1,3,1,NA,NA
"5239",1,2,0,NA,NA,NA
"5240",1,3,0,1,NA,NA
"5241",1,1,1,NA,NA,NA
"5242",1,2,0,NA,740,836
"5243",1,3,0,NA,658,711
"5244",1,1,1,NA,NA,NA
"5245",1,1,2,1,NA,NA
"5246",2,2,0,NA,NA,NA
"5247",2,2,0,NA,NA,NA
"5248",2,1,4,1,NA,NA
"5249",2,1,4,1,681,696
"5250",1,1,4,1,821,763
"5251",1,2,0,NA,NA,NA
"5252",1,2,0,NA,649,718
"5253",2,3,0,1,NA,NA
"5254",2,3,0,1,NA,NA
"5255",2,1,1,NA,NA,NA
"5256",2,1,4,1,NA,NA
"5257",1,1,4,1,727,737
"5258",1,3,0,0,NA,NA
"5259",1,3,0,NA,NA,NA
"5260",1,2,1,NA,NA,NA
"5261",1,1,1,NA,NA,NA
"5262",1,1,4,NA,758,694
"5263",1,3,0,NA,NA,NA
"5264",2,2,0,NA,NA,NA
"5265",1,3,0,NA,NA,NA
"5266",1,3,0,NA,NA,NA
"5267",2,3,0,NA,744,763
"5268",1,2,0,1,750,730
"5269",2,1,4,NA,NA,NA
"5270",2,3,0,NA,NA,NA
"5271",2,3,0,NA,NA,NA
"5272",2,2,0,1,NA,NA
"5273",2,3,0,NA,NA,NA
"5274",2,3,0,NA,NA,NA
"5275",2,2,0,1,NA,NA
"5276",2,1,3,1,NA,778
"5277",2,1,1,NA,NA,NA
"5278",1,2,0,1,713,744
"5279",1,1,4,1,NA,NA
"5280",2,1,2,NA,NA,NA
"5281",1,3,0,NA,NA,NA
"5282",1,1,4,NA,728,750
"5283",1,3,0,0,NA,NA
"5284",2,2,0,NA,NA,NA
"5285",2,2,0,NA,NA,NA
"5286",1,3,0,1,NA,NA
"5287",1,1,1,NA,NA,NA
"5288",1,2,0,1,NA,NA
"5289",1,3,0,NA,NA,NA
"5290",2,1,1,NA,NA,NA
"5291",2,2,0,NA,667,686
"5292",1,3,0,NA,NA,NA
"5293",1,3,0,NA,NA,NA
"5294",1,3,0,NA,NA,NA
"5295",1,2,0,NA,NA,NA
"5296",1,1,4,NA,NA,NA
"5297",1,1,1,NA,NA,NA
"5298",1,1,1,NA,NA,NA
"5299",1,1,4,1,692,757
"5300",1,2,0,NA,NA,NA
"5301",1,2,0,NA,NA,NA
"5302",1,3,2,1,720,695
"5303",1,2,0,NA,NA,NA
"5304",1,1,1,NA,NA,NA
"5305",1,1,1,NA,NA,NA
"5306",1,1,2,1,NA,NA
"5307",1,3,0,1,669,682
"5308",1,2,0,1,716,749
"5309",1,1,1,NA,NA,NA
"5310",1,1,4,NA,666,686
"5311",2,2,0,NA,NA,NA
"5312",1,3,0,NA,NA,NA
"5313",1,2,0,NA,NA,NA
"5314",1,1,4,NA,NA,NA
"5315",1,3,0,1,NA,NA
"5316",2,1,1,NA,NA,NA
"5317",1,1,1,NA,NA,NA
"5318",1,1,1,NA,NA,NA
"5319",1,2,0,1,701,NA
"5320",2,3,0,0,NA,NA
"5321",1,2,0,NA,NA,NA
"5322",1,1,1,NA,NA,NA
"5323",1,3,0,NA,728,778
"5324",2,2,0,NA,NA,NA
"5325",1,1,1,NA,NA,NA
"5326",2,3,0,NA,NA,NA
"5327",2,1,2,0,NA,NA
"5328",2,2,0,NA,NA,NA
"5329",1,1,2,0,NA,NA
"5330",2,2,0,NA,NA,NA
"5331",1,1,4,1,771,756
"5332",2,1,1,0,NA,NA
"5333",1,1,4,NA,675,708
"5334",1,1,2,NA,NA,NA
"5335",1,1,1,NA,NA,NA
"5336",1,2,0,1,NA,NA
"5337",1,1,2,NA,NA,NA
"5338",1,3,0,NA,NA,NA
"5339",1,1,2,NA,NA,NA
"5340",1,1,4,0,707,714
"5341",2,2,0,NA,NA,NA
"5342",1,1,1,NA,NA,NA
"5343",1,2,0,NA,NA,NA
"5344",2,2,0,NA,NA,NA
"5345",1,3,0,NA,NA,NA
"5346",1,1,4,1,719,753
"5347",2,1,1,1,NA,NA
"5348",1,2,0,NA,NA,NA
"5349",1,3,0,1,NA,NA
"5350",2,2,0,NA,NA,NA
"5351",2,3,0,1,NA,NA
"5352",1,2,0,NA,NA,NA
"5353",1,1,1,NA,662,677
"5354",1,3,0,1,NA,NA
"5355",2,2,0,NA,NA,NA
"5356",1,1,4,0,634,701
"5357",1,1,4,NA,727,744
"5358",1,1,4,1,735,736
"5359",2,3,0,NA,NA,NA
"5360",2,2,0,NA,NA,NA
"5361",2,1,3,NA,NA,NA
"5362",1,1,1,1,NA,NA
"5363",1,1,3,1,NA,NA
"5364",2,3,0,NA,NA,NA
"5365",1,3,0,NA,NA,NA
"5366",1,1,1,1,NA,NA
"5367",2,3,0,NA,NA,NA
"5368",2,1,4,1,NA,NA
"5369",2,3,0,NA,NA,NA
"5370",1,2,0,NA,NA,NA
"5371",1,2,0,NA,NA,NA
"5372",1,3,0,NA,681,678
"5373",2,3,0,NA,NA,NA
"5374",2,3,0,NA,NA,NA
"5375",1,3,0,NA,NA,NA
"5376",1,3,1,1,779,750
"5377",2,2,1,1,NA,NA
"5378",2,3,0,NA,NA,NA
"5379",1,2,0,NA,NA,NA
"5380",2,1,3,0,708,646
"5381",1,1,1,NA,NA,NA
"5382",1,3,0,NA,NA,NA
"5383",1,2,1,NA,NA,NA
"5384",2,1,4,1,NA,NA
"5385",1,3,0,1,716,784
"5386",1,2,0,NA,NA,NA
"5387",1,3,0,NA,NA,NA
"5388",1,3,0,NA,NA,NA
"5389",1,1,4,NA,702,836
"5390",1,3,0,NA,NA,NA
"5391",1,1,1,NA,NA,NA
"5392",2,1,3,NA,NA,NA
"5393",1,1,1,NA,NA,NA
"5394",2,2,0,NA,NA,NA
"5395",1,2,0,1,NA,NA
"5396",2,1,4,0,704,678
"5397",1,3,0,NA,NA,NA
"5398",1,2,3,1,678,713
"5399",1,2,0,NA,NA,NA
"5400",1,2,0,NA,NA,NA
"5401",1,3,0,1,NA,NA
"5402",1,2,0,NA,666,678
"5403",1,3,0,1,685,745
"5404",1,1,3,NA,NA,NA
"5405",1,3,0,NA,NA,NA
"5406",1,1,4,1,785,724
"5407",1,1,4,1,737,700
"5408",1,1,4,1,736,699
"5409",1,1,4,0,731,594
"5410",1,2,0,1,719,705
"5411",1,1,4,NA,NA,NA
"5412",2,2,0,0,NA,NA
"5413",1,3,0,NA,NA,NA
"5414",2,2,0,1,NA,NA
"5415",2,1,2,NA,NA,NA
"5416",1,2,0,NA,NA,NA
"5417",2,3,0,NA,NA,NA
"5418",1,1,4,NA,717,727
"5419",2,1,2,NA,NA,NA
"5420",1,1,4,0,602,703
"5421",1,3,0,1,701,723
"5422",1,3,0,NA,NA,NA
"5423",1,3,0,NA,NA,NA
"5424",1,3,0,NA,NA,NA
"5425",2,2,0,NA,NA,NA
"5426",2,3,0,NA,NA,NA
"5427",1,1,1,NA,NA,NA
"5428",1,3,0,NA,NA,NA
"5429",1,2,0,1,NA,NA
"5430",2,3,0,NA,NA,NA
"5431",2,3,0,NA,NA,NA
"5432",1,2,2,NA,NA,NA
"5433",2,2,0,NA,NA,NA
"5434",2,3,0,NA,NA,NA
"5435",2,3,0,NA,NA,NA
"5436",2,3,0,NA,NA,NA
"5437",2,2,0,NA,NA,NA
"5438",2,3,0,NA,NA,NA
"5439",2,1,4,NA,NA,NA
"5440",2,3,0,NA,NA,NA
"5441",2,3,0,NA,NA,NA
"5442",2,3,0,NA,NA,NA
"5443",2,1,4,1,NA,NA
"5444",2,1,1,NA,NA,NA
"5445",2,1,4,0,729,727
"5446",1,2,0,1,713,690
"5447",1,3,0,1,768,730
"5448",2,2,0,NA,NA,NA
"5449",2,3,0,NA,NA,NA
"5450",2,1,4,1,NA,NA
"5451",2,1,4,0,NA,NA
"5452",2,1,4,NA,NA,NA
"5453",1,2,0,NA,NA,NA
"5454",2,2,0,NA,NA,NA
"5455",2,3,0,NA,NA,NA
"5456",1,3,0,1,NA,NA
"5457",1,2,0,1,NA,NA
"5458",2,2,0,NA,NA,NA
"5459",1,3,0,NA,NA,NA
"5460",2,2,0,1,NA,NA
"5461",2,3,0,0,NA,NA
"5462",2,3,0,NA,NA,NA
"5463",2,1,1,NA,NA,NA
"5464",2,3,0,NA,NA,NA
"5465",2,2,0,1,NA,NA
"5466",1,3,3,NA,739,722
"5467",2,1,3,0,NA,NA
"5468",1,3,0,NA,NA,NA
"5469",2,1,2,NA,NA,NA
"5470",2,3,0,NA,NA,NA
"5471",2,1,4,NA,NA,NA
"5472",2,3,2,0,NA,NA
"5473",2,1,1,NA,NA,NA
"5474",2,2,1,1,NA,NA
"5475",2,3,0,NA,NA,NA
"5476",1,3,0,1,719,722
"5477",1,1,4,0,NA,NA
"5478",2,1,1,NA,NA,NA
"5479",1,3,0,NA,NA,NA
"5480",1,1,4,1,723,836
"5481",1,2,3,1,NA,NA
"5482",2,3,0,NA,NA,NA
"5483",2,3,0,1,670,664
"5484",2,2,0,NA,NA,NA
"5485",2,2,1,NA,NA,NA
"5486",2,3,0,NA,NA,NA
"5487",2,1,4,0,NA,NA
"5488",2,1,4,1,NA,NA
"5489",2,3,0,1,NA,NA
"5490",2,1,4,NA,694,699
"5491",1,3,2,1,758,764
"5492",2,1,3,0,NA,NA
"5493",2,3,3,0,625,528
"5494",1,3,0,1,NA,NA
"5495",2,2,0,NA,NA,NA
"5496",1,1,3,1,NA,NA
"5497",2,1,4,NA,NA,NA
"5498",1,2,0,NA,NA,NA
"5499",2,3,1,NA,NA,NA
"5500",2,1,4,1,NA,NA
"5501",2,1,2,NA,NA,NA
"5502",2,1,2,1,NA,NA
"5503",2,1,4,1,NA,NA
"5504",2,3,1,NA,NA,NA
"5505",2,2,0,NA,NA,NA
"5506",2,1,2,1,NA,NA
"5507",1,1,1,NA,NA,NA
"5508",1,2,1,0,NA,NA
"5509",1,2,0,NA,728,718
"5510",2,2,2,NA,NA,NA
"5511",2,3,2,1,NA,NA
"5512",2,3,0,1,NA,NA
"5513",1,3,0,NA,690,778
"5514",2,3,0,NA,NA,NA
"5515",2,2,0,0,NA,NA
"5516",2,2,0,1,NA,NA
"5517",1,3,0,NA,NA,NA
"5518",2,3,0,0,NA,NA
"5519",2,3,0,NA,NA,NA
"5520",2,2,3,0,NA,NA
"5521",2,1,3,1,NA,NA
"5522",2,3,0,0,NA,NA
"5523",2,2,0,NA,NA,NA
"5524",2,2,0,1,NA,NA
"5525",2,3,0,1,NA,NA
"5526",1,3,0,1,NA,NA
"5527",2,1,3,0,NA,NA
"5528",2,2,0,NA,NA,NA
"5529",2,2,0,1,738,656
"5530",1,2,0,NA,NA,NA
"5531",2,3,0,1,NA,NA
"5532",2,3,0,1,NA,NA
"5533",2,1,4,1,704,669
"5534",2,3,0,NA,NA,NA
"5535",2,3,1,NA,NA,NA
"5536",1,3,1,NA,576,604
"5537",2,1,4,NA,NA,NA
"5538",2,2,1,NA,NA,NA
"5539",2,1,4,NA,NA,NA
"5540",2,1,4,1,NA,NA
"5541",2,1,4,1,674,734
"5542",2,2,0,NA,NA,NA
"5543",2,3,0,NA,NA,NA
"5544",2,3,0,1,655,700
"5545",2,3,0,NA,NA,NA
"5546",2,1,1,NA,NA,NA
"5547",2,1,4,1,NA,NA
"5548",1,2,2,1,821,NA
"5549",2,2,0,1,NA,NA
"5550",1,2,0,NA,NA,NA
"5551",2,1,4,0,NA,NA
"5552",1,1,4,NA,712,700
"5553",2,1,1,NA,NA,NA
"5554",2,1,4,1,687,696
"5555",1,2,1,1,NA,NA
"5556",1,2,1,0,NA,NA
"5557",2,3,0,NA,NA,NA
"5558",2,2,0,NA,NA,NA
"5559",2,2,0,0,NA,NA
"5560",2,3,0,0,NA,NA
"5561",2,3,0,1,NA,NA
"5562",2,3,0,NA,NA,NA
"5563",2,1,4,1,NA,NA
"5564",2,2,0,NA,NA,NA
"5565",2,3,0,0,NA,NA
"5566",2,2,0,NA,NA,NA
"5567",2,1,4,0,NA,NA
"5568",2,3,0,0,NA,NA
